Accession	Gene	Peptide count	Unique peptides	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	Highest mean condition	Lowest mean condition	Description	F2613	F6281	F7511	F5541	F5618	F7647	Correlation
P48739	PITPNB	5	3	32.3091	0.021361565	1.979149187	1;2	2	Pacientes	Controles	Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2	3026.127742	3050.443736	1984.378124	1228.656335	1689.822467	1154.45802	0.742147826
Q14980	NUMA1	10	5	60.8568	0.021496719	1.556041599	2	1	Controles	Pacientes	Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2	1955.680277	1464.898733	1455.58182	2846.896721	2209.383629	2531.228744	-0.662817176
Q96SB4	SRPK1	9	6	46.9329	0.021662022	4.719332048	1;2	2	Controles	Pacientes	SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1 PE=1 SV=2	3558.065067	699.1078928	1173.189215	9111.945062	7178.013418	9337.723764	-0.76047337
Q7Z4W1	DCXR	2	1	17.0439	0.021733985	1.559258162	2	1	Pacientes	Controles	L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2	679.2457635	672.5439626	597.0079513	324.9515535	466.7375561	458.1345087	0.654478842
O60832	DKC1	8	4	52.6432	0.022203584	1.249915014	1;2	2	Controles	Pacientes	H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	740.3087634	667.1155034	619.7851973	901.386627	803.7732957	828.679622	-0.629887224
Q562R1	ACTBL2	16	1	254.2478	0.022790079	1.609632255	1;2;3	3	Pacientes	Controles	Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2	3275.936309	2321.749563	2916.718685	1504.30265	2010.180842	1775.174772	0.818706687
Q6ZQQ6	WDR87	8	4	45.7017	0.022832912	1.855630274	1;2	2	Pacientes	Controles	WD repeat-containing protein 87 OS=Homo sapiens OX=9606 GN=WDR87 PE=1 SV=3	590.5636069	813.339743	656.0225214	279.2286849	466.1904554	364.67585	0.63069541
Q15427	SF3B4	2	2	11.9219	0.022851891	1.423523453	1	1	Pacientes	Controles	Splicing factor 3B subunit 4 OS=Homo sapiens OX=9606 GN=SF3B4 PE=1 SV=1	360.7132783	427.4756098	478.9992456	267.1998463	309.0807732	313.896589	0.571007869
P15311	EZR	48	23	485.9075	0.022886633	1.606384749	1;2;3	3	Pacientes	Controles	Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	34144.09585	22807.85182	25847.71398	17526.77804	18377.18014	15640.14526	0.853212864
Q8WWY3	PRPF31	4	3	24.6152	0.023131834	5.121753274	1	1	Pacientes	Controles	U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens OX=9606 GN=PRPF31 PE=1 SV=2	1443.327114	2935.650799	5877.980761	600.7380264	784.0310645	617.8573781	0.542488639
Q9NSC5	HOMER3	2	1	12.5614	0.023607835	1.842644675	1	1	Pacientes	Controles	Homer protein homolog 3 OS=Homo sapiens OX=9606 GN=HOMER3 PE=1 SV=2	13591.48711	18169.27681	15923.98545	6187.605814	9788.198036	9902.625139	0.554959497
Q9BQE3	TUBA1C	75	44	446.1254	0.02372194	2.098395412	1;2;3	3	Pacientes	Controles	Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1	36257.66415	71275.63891	53741.37114	25353.85044	27082.01347	24420.32502	0.4946966
Q2LD37	KIAA1109	5	3	32.4487	0.023869431	1.536504852	2	1	Pacientes	Controles	Transmembrane protein KIAA1109 OS=Homo sapiens OX=9606 GN=KIAA1109 PE=1 SV=2	612.5686963	479.9686838	708.5290105	379.5692176	415.3759844	377.2387895	0.79683937
Q9UJW0	DCTN4	2	2	12.5934	0.024014817	1.312808103	3	1	Pacientes	Controles	Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1	5760.020866	4819.273556	5204.58376	3567.037148	4285.102891	4170.849569	0.752900707
Q53EL6	PDCD4	1	1	4.9472	0.02401598	3.862929678	2	1	Pacientes	Controles	Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2	345.3876601	685.4716	220.3606	83.0453859	109.976732	130.8822667	0.401150083
P53367	ARFIP1	2	1	10.4364	0.024217427	1.627565183	2	1	Pacientes	Controles	Arfaptin-1 OS=Homo sapiens OX=9606 GN=ARFIP1 PE=1 SV=2	664.8655087	534.3853683	487.4684845	376.6466002	381.6299586	278.068639	0.888838668
Q16881	TXNRD1	7	5	63.9263	0.024443651	1.866455781	3	1	Pacientes	Controles	Thioredoxin reductase 1_ cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3	6203.663456	5647.931472	6298.622627	3414.210627	4098.068736	2212.150083	0.952142608
O14531	DPYSL4	17	16	106.0302	0.024499863	2.154063004	2;3	2	Pacientes	Controles	Dihydropyrimidinase-related protein 4 OS=Homo sapiens OX=9606 GN=DPYSL4 PE=1 SV=2	5716.848303	11063.88512	7184.229008	4271.031289	3261.934535	3592.503757	0.453314924
O60763	USO1	20	15	140.8969	0.024546119	1.357632709	1;2;3	3	Pacientes	Controles	General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2	9138.719559	7387.939451	7409.35429	5443.821424	6444.347464	5742.529862	0.820932755
O15372	EIF3H	3	2	22.305	0.024711248	1.387310805	1	1	Pacientes	Controles	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1	7237.879688	7615.950671	5693.909774	5087.933802	4913.771398	4809.496487	0.63480885
Q13573	SNW1	3	2	23.5972	0.024932417	1.166992001	1	1	Pacientes	Controles	SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1	2401.983608	2746.392467	2636.358905	2290.471582	2148.341721	2231.956479	0.511697197
Q9Y5M8	SRPRB	3	3	18.0823	0.02501951	1.240809727	1	1	Controles	Pacientes	Signal recognition particle receptor subunit beta OS=Homo sapiens OX=9606 GN=SRPRB PE=1 SV=3	1106.431502	1268.176406	1132.607387	1548.90201	1329.172639	1473.712205	-0.845441203
P54577	YARS	20	14	138.8918	0.025205515	2.236126587	1;2;3	3	Pacientes	Controles	Tyrosine--tRNA ligase_ cytoplasmic OS=Homo sapiens OX=9606 GN=YARS PE=1 SV=4	16405.37383	21815.75618	10813.15703	6654.883727	8627.562723	6645.778603	0.578108254
P35237	SERPINB6	2	2	13.2582	0.02525897	1.4651658	3	1	Pacientes	Controles	Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3	2968.356923	3629.488613	2758.887522	1946.048009	2444.136594	1995.941156	0.65287432
Q9Y2D5	AKAP2	6	5	44.7472	0.025618791	1.732671657	2	1	Controles	Pacientes	A-kinase anchor protein 2 OS=Homo sapiens OX=9606 GN=AKAP2 PE=1 SV=3	1157.734192	1214.754099	907.0971239	1450.820674	2034.779203	2196.844817	-0.8100268
Q9H4B7	TUBB1	23	12	138.8763	0.025657759	2.858799845	1;2;3	3	Pacientes	Controles	Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1	6040.966673	13986.84595	10667.70543	3681.288093	2600.392952	4455.523276	0.413268535
P00367	GLUD1	30	14	215.7206	0.026377705	1.503355987	1;2;3	3	Pacientes	Controles	Glutamate dehydrogenase 1_ mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2	15910.96	11558.48128	14175.34686	9452.422971	8023.666163	10225.12635	0.66896163
Q9UI12	ATP6V1H	3	2	18.7035	0.026441002	1.660950711	2	1	Pacientes	Controles	V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1	2324.388439	1757.214917	1452.274284	1127.875375	1179.477177	1024.400523	0.769505108
Q01844	EWSR1	9	5	90.1155	0.027336211	1.480267011	1;2;3	3	Pacientes	Controles	RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1	18358.92501	24475.54895	18270.5061	13795.66644	12326.25128	15157.78357	0.401378301
Q13574	DGKZ	2	1	11.6901	0.027602274	15.22911538	2	1	Controles	Pacientes	Diacylglycerol kinase zeta OS=Homo sapiens OX=9606 GN=DGKZ PE=1 SV=3	9.705499839	6.521763567	0.454972788	150.7708984	64.52413962	38.76066183	-0.40716967
Q8IXS6	PALM2	1	1	10.4588	0.027629624	43.50123259	1	1	Controles	Pacientes	Paralemmin-2 OS=Homo sapiens OX=9606 GN=PALM2 PE=1 SV=3	0	0	21.27231948	56.69123019	524.5715712	344.1093162	-0.533203935
Q15637	SF1	5	4	30.6921	0.027839765	1.297391312	1;3	2	Pacientes	Controles	Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4	1569.564135	1499.03979	1230.068865	1086.895128	1100.206122	1126.218911	0.631636066
O75694	NUP155	12	10	93.1514	0.028087196	1.339615091	1;2	2	Pacientes	Controles	Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1	10819.35404	12911.52446	9784.506126	7954.644433	8372.533232	8691.489894	0.483346946
P26599	PTBP1	24	17	236.1483	0.028286926	2.327645527	1;2;3	3	Pacientes	Controles	Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1	37613.93847	72410.94064	49427.43068	17272.58947	21324.34803	29906.75344	0.38403191
O75592	MYCBP2	7	3	45.9391	0.028594061	1.335693251	1	1	Pacientes	Controles	E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4	383.3398298	415.9856409	325.9187098	271.9705511	307.0609551	263.410559	0.702220933
P18124	RPL7	18	13	138.5397	0.028922988	1.21426881	1;2;3	3	Pacientes	Controles	60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1	36857.55405	33045.04408	36450.1351	31034.81245	29980.63983	26570.37083	0.949637838
O00463	TRAF5	1	1	11.706	0.029142746	1.737489714	1	1	Pacientes	Controles	TNF receptor-associated factor 5 OS=Homo sapiens OX=9606 GN=TRAF5 PE=1 SV=2	13752.1188	13096.09154	8414.877638	7171.503574	6446.595131	6677.323883	0.632332851
P04350	TUBB4A	33	1	444.2365	0.029306072	1.225764456	1;2;3	3	Pacientes	Controles	Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2	4209.050118	4323.0925	4699.980428	3942.306989	3293.806764	3558.882773	0.633572066
Q58FF6	HSP90AB4P	15	6	142.1197	0.029647386	1.323287326	1;3	2	Pacientes	Controles	Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1	7151.026533	7841.46985	6563.681067	4912.332904	6165.251528	5212.28476	0.704167163
Q5T655	CFAP58	7	5	41.3632	0.029817746	1.884960763	1	1	Controles	Pacientes	Cilia- and flagella-associated protein 58 OS=Homo sapiens OX=9606 GN=CFAP58 PE=1 SV=1	7532.928943	5419.445142	4953.809796	13300.27595	8343.987391	12108.1907	-0.744762252
P04083	ANXA1	27	22	257.559	0.029892246	1.793653689	1;2;3	3	Controles	Pacientes	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	32706.31485	21572.46985	19920.02341	36244.21571	49026.47419	47816.276	-0.644065519
Q5S007	LRRK2	3	2	16.7909	0.030027223	3.701268462	1	1	Controles	Pacientes	Leucine-rich repeat serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=LRRK2 PE=1 SV=2	13.74018499	30.22645767	60.23489425	161.9778752	113.2631026	110.4368845	-0.658354558
Q14CX7	NAA25	2	1	12.7804	0.030055287	1.457804054	2	1	Controles	Pacientes	N-alpha-acetyltransferase 25_ NatB auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA25 PE=1 SV=1	267.9031679	275.1610047	288.9571023	328.6824948	405.6371521	478.6043404	-0.870380443
Q6P2Q9	PRPF8	34	26	221.7035	0.030279387	1.24252468	2;3	2	Pacientes	Controles	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2	5849.488254	5282.822214	6398.33214	4615.338759	5025.222087	4468.328012	0.858524792
Q6TDU7	CASC1	2	1	11.8967	0.030464156	1.529624728	1	1	Pacientes	Controles	Protein CASC1 OS=Homo sapiens OX=9606 GN=CASC1 PE=2 SV=2	3121.218214	3774.095989	3003.254648	1734.22401	2197.844736	2539.171338	0.450151739
Q9Y490	TLN1	115	91	899.048	0.030517397	1.496185477	1;2;3	3	Controles	Pacientes	Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3	11434.06435	10440.72093	14997.73899	16660.47148	17908.54069	20599.12314	-0.786589113
P31946	YWHAB	18	7	221.8199	0.030556904	1.888361992	1;2;3	3	Pacientes	Controles	14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3	12181.31694	8576.564083	8481.337353	4326.676242	6891.536513	4265.692607	0.869038353
P26583	HMGB2	11	4	80.4721	0.031113798	1.498668872	1;2;3	3	Pacientes	Controles	High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2	12910.5142	16991.08235	11820.19313	9058.278313	10225.29294	8555.660248	0.588951309
P21246	PTN	3	2	31.3874	0.031248599	3.426057999	1;2	2	Controles	Pacientes	Pleiotrophin OS=Homo sapiens OX=9606 GN=PTN PE=1 SV=1	365.1487757	1203.1323	545.4492303	1650.080302	2268.507748	3323.174572	-0.94353943
Q08378	GOLGA3	7	4	41.9904	0.031296546	2.395156817	1	1	Controles	Pacientes	Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2	870.9576275	454.0579844	355.3411724	1537.614375	1078.135025	1408.968606	-0.703391148
P29401	TKT	53	48	491.4409	0.031541566	1.742125378	1;2;3	3	Pacientes	Controles	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	116095.9223	103571.5272	72943.0294	57704.02982	46515.76844	63741.98139	0.560244604
P49327	FASN	143	127	1307.5575	0.032582847	1.428105395	1;2;3	3	Controles	Pacientes	Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3	48194.84494	52325.15065	42587.86252	68342.10699	57321.4991	78709.49818	-0.95501783
Q9H3F6	KCTD10	2	2	10.9053	0.032668034	1.52855509	2	1	Pacientes	Controles	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 OS=Homo sapiens OX=9606 GN=KCTD10 PE=1 SV=1	544.5422801	731.6402305	581.8020825	339.7653691	477.0959793	398.6555834	0.584912964
Q9Y4G6	TLN2	8	2	52.3747	0.032737876	1.621703882	1	1	Pacientes	Controles	Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4	9028.256911	13585.33773	10349.39964	6516.874533	5880.604342	7928.669834	0.357549878
Q92922	SMARCC1	6	4	54.1651	0.032865989	1.575882498	2;3	2	Controles	Pacientes	SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3	2603.113611	2694.252633	1950.856112	3439.208023	3392.825406	4590.313324	-0.932090503
P28070	PSMB4	7	7	79.5586	0.032989723	1.593340396	1;2;3	3	Pacientes	Controles	Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4	10059.51086	7557.36369	7877.570849	4804.99438	6638.805249	4556.827393	0.898930933
Q13162	PRDX4	6	3	40.4812	0.033393014	1.338022277	2;3	2	Pacientes	Controles	Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1	2814.427306	2868.560059	2806.760938	1778.792196	2462.795189	2103.410338	0.739264152
P54802	NAGLU	5	3	22.3471	0.034178734	5.446170405	2	1	Controles	Pacientes	Alpha-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=NAGLU PE=1 SV=2	280.6787138	418.0845395	403.1930788	772.3379249	1483.086873	3746.017167	-0.904602675
Q9BPW8	NIPSNAP1	5	3	32.5381	0.034214227	1.465138012	2;3	2	Pacientes	Controles	Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1	4032.35992	3329.577059	4353.888031	2433.299178	2388.53513	3174.562562	0.549639674
P62899	RPL31	10	9	32.3152	0.034646678	1.903104792	1;2;3	3	Controles	Pacientes	60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1	2023.984823	1205.446868	1591.865713	3879.352497	2393.038899	2903.0428	-0.584851357
Q14194	CRMP1	28	20	250.6247	0.034785359	1.473756727	1;2;3	3	Pacientes	Controles	Dihydropyrimidinase-related protein 1 OS=Homo sapiens OX=9606 GN=CRMP1 PE=1 SV=1	23062.09085	32257.09077	25416.80189	20867.05916	17266.52101	16648.85578	0.549411235
P36871	PGM1	3	2	17.1366	0.03500432	1.851921567	1	1	Pacientes	Controles	Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3	4126.597553	7028.804414	6501.893228	3686.647227	2659.264421	3188.668815	0.482503272
Q9BQ52	ELAC2	3	3	16.0303	0.035052177	2.452164163	2	1	Pacientes	Controles	Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2	4131.145926	5612.771673	2326.668514	1684.216474	1813.369851	1424.835387	0.545991136
Q04637	EIF4G1	46	35	323.4055	0.03572502	1.313214251	1;2;3	3	Controles	Pacientes	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4	4430.380245	4626.66455	5623.65397	5814.661705	6827.727972	6636.513152	-0.675893457
Q9Y3F4	STRAP	22	15	194.2616	0.036038281	1.249356599	1;2;3	3	Pacientes	Controles	Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1	10810.18664	13523.72439	11734.17471	10064.23425	9185.961935	9619.132051	0.464751949
P48147	PREP	13	11	87.6749	0.036371336	1.245845149	2;3	2	Pacientes	Controles	Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2	8458.045497	6793.277314	8185.980699	6102.527223	6354.203137	6355.64254	0.776690925
Q9ULJ8	PPP1R9A	2	1	12.151	0.036703394	2.041959972	1	1	Pacientes	Controles	Neurabin-1 OS=Homo sapiens OX=9606 GN=PPP1R9A PE=1 SV=2	2579.745302	4627.850305	2521.525275	1317.42446	1613.967808	1833.206948	0.375769972
Q63HN8	RNF213	7	4	47.419	0.036734451	1.324235928	2	1	Pacientes	Controles	E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=3	6097.738951	6877.685272	5201.145198	4771.137899	4718.948454	4235.994508	0.650220494
Q13129	RLF	2	1	12.1461	0.036788235	1.245654555	2	1	Pacientes	Controles	Zinc finger protein Rlf OS=Homo sapiens OX=9606 GN=RLF PE=1 SV=2	1890.62771	1800.815634	2117.846427	1713.36383	1432.161744	1518.11873	0.69348529
Q5VTE0;O00204;Q92917;Q9Y2U5	EEF1A1P5	58	24	403.362	0.036939216	3.217550778	1;2;3	3	Pacientes	Controles	Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1	16645.16957	24057.40642	7792.249598	4816.538928	6120.208149	4135.221925	0.526058929
P52701	MSH6	26	18	160.9821	0.037766985	1.349465927	1;2;3	3	Controles	Pacientes	DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2	3842.037407	3260.297804	4232.284078	4874.155624	4678.456366	5743.070534	-0.813357595
Q9H2M9	RAB3GAP2	5	3	34.6013	0.039055831	2.564550452	2	1	Pacientes	Controles	Rab3 GTPase-activating protein non-catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP2 PE=1 SV=1	921.1034003	1139.035986	2333.07839	523.7155882	610.9054006	578.4347134	0.559932369
P05067	APP	4	4	33.3439	0.039948386	1.562234378	2	1	Controles	Pacientes	Amyloid-beta A4 protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3	2809.689653	1764.792945	2367.904731	3123.502705	3869.440429	3852.693015	-0.604673851
P24539	ATP5PB	1	1	6.5934	0.03999975	2.951274711	3	1	Pacientes	Controles	ATP synthase F(0) complex subunit B1_ mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2	1285.078156	3557.224485	3203.962484	778.5405749	949.3306863	998.4981595	0.444257584
Q12840	KIF5A	21	8	150.1093	0.04002046	1.350646781	1;2;3	3	Pacientes	Controles	Kinesin heavy chain isoform 5A OS=Homo sapiens OX=9606 GN=KIF5A PE=1 SV=2	30400.8504	24591.03827	28588.65155	18035.94529	23679.20593	20166.71263	0.836996173
Q5JRC9	FAM47A	2	1	12.7073	0.040028144	1.939859358	2	1	Pacientes	Controles	Protein FAM47A OS=Homo sapiens OX=9606 GN=FAM47A PE=2 SV=3	1120.257002	1780.258566	2175.753877	981.5225347	879.6617794	755.6391302	0.591909837
P52564	MAP2K6	5	5	28.671	0.040775207	1.860518616	2	1	Pacientes	Controles	Dual specificity mitogen-activated protein kinase kinase 6 OS=Homo sapiens OX=9606 GN=MAP2K6 PE=1 SV=1	1540.635537	2497.74516	1665.51966	878.6123142	1333.47363	853.6723385	0.585693933
Q9ULP9	TBC1D24	2	1	17.5804	0.040911966	1.767035742	1	1	Pacientes	Controles	TBC1 domain family member 24 OS=Homo sapiens OX=9606 GN=TBC1D24 PE=1 SV=2	1460.667977	1521.946478	926.8647091	833.7553863	774.582664	604.1124794	0.693172056
Q9Y2X3	NOP58	17	12	109.9899	0.041725364	1.302274231	1;2;3	3	Pacientes	Controles	Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1	9936.042063	10364.1911	8045.317612	7747.341524	7267.847039	6751.003311	0.676598523
P62081	RPS7	15	13	97.7394	0.041820201	1.647549957	2;3	2	Controles	Pacientes	40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1	9169.749223	12550.66764	12460.70277	23007.976	14629.59736	18677.52882	-0.747393637
Q8WW12	PCNP	2	2	18.9917	0.041874544	1.506276615	1	1	Pacientes	Controles	PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2	3169.97376	3981.289631	2527.76164	2193.478197	2187.478321	2044.838675	0.534779988
Q8N4W9	ZNF808	2	1	11.2566	0.041882205	1.98630283	2	1	Controles	Pacientes	Zinc finger protein 808 OS=Homo sapiens OX=9606 GN=ZNF808 PE=1 SV=2	673.093615	635.7373587	1124.922778	1409.498315	1303.098191	2121.575458	-0.889007504
P08123	COL1A2	4	3	22.6191	0.042511406	7.685096753	2	1	Controles	Pacientes	Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7	41.13046239	199.575233	79.09350509	251.2392513	1449.599264	756.8492822	-0.452213124
P23526	AHCY	26	20	182.9595	0.043017687	1.346077966	2;3	2	Pacientes	Controles	Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4	41692.491	47825.95874	35562.79572	28870.11155	29855.99257	34196.63039	0.405588026
P04259	KRT6B	13	2	111.1142	0.043783971	1.419053015	1;2	2	Pacientes	Controles	Keratin_ type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5	1128.658439	1468.009842	1006.556116	899.7226059	805.9195376	833.5331782	0.470562546
Q9NYU2	UGGT1	32	26	213.0037	0.043889103	1.416507662	1;2;3	3	Controles	Pacientes	UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3	5108.894986	4346.587992	5325.265954	6309.928254	6193.207087	8433.908778	-0.876742156
Q92974	ARHGEF2	7	4	40.829	0.043954685	1.288325925	2	1	Controles	Pacientes	Rho guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=4	1005.197495	807.1437149	1030.054026	1317.311886	1208.5759	1136.043687	-0.427622454
Q8IVG5	SAMD9L	3	2	16.1321	0.044082532	1.546288916	1	1	Pacientes	Controles	Sterile alpha motif domain-containing protein 9-like OS=Homo sapiens OX=9606 GN=SAMD9L PE=1 SV=2	6693.61146	5031.994363	4745.359161	3602.517282	4159.97267	2889.442431	0.889695766
Q15287	RNPS1	3	3	20.7751	0.044113218	1.32044277	1;2	2	Pacientes	Controles	RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1	5054.624526	5231.374756	3919.658977	3552.455435	3481.114996	3724.683227	0.524372214
P16615	ATP2A2	32	16	211.5037	0.044221469	1.965436736	1;2;3	3	Controles	Pacientes	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1	36012.34187	16208.82698	23694.80045	46117.96943	59185.01749	43905.048	-0.408733238
O14776	TCERG1	10	5	50.4894	0.044955709	1.441252721	2	1	Controles	Pacientes	Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	1804.042645	1761.331425	2546.218765	2658.522818	3210.174894	2939.652093	-0.579754986
P06744	GPI	14	13	117.0611	0.045292207	1.499578715	1;2;3	3	Pacientes	Controles	Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4	28848.62834	30010.64315	19904.88425	16382.27383	18585.87061	17556.04447	0.592284475
P41250	GARS	25	21	174.2119	0.045380574	2.689326192	1;2;3	3	Pacientes	Controles	Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS PE=1 SV=3	41069.42864	31499.98215	14695.05301	10576.97376	9591.639037	12279.83621	0.589805993
